ギュウウ,,,1,名詞,一般,*,*,*,*,ギュウウ,ギュウウ,ギュウウ
ギュウウウ,,,1,名詞,一般,*,*,*,*,ギュウウウ,ギュウウウ,ギュウウウ
ぎょう,,,1,名詞,一般,*,*,*,*,ぎょう,ギョオ,ギョオ
ぎょお,,,1,名詞,一般,*,*,*,*,ぎょお,ギョオ,ギョオ
ぎょー,,,1,名詞,一般,*,*,*,*,ぎょー,ギョオ,ギョオ
ギョー,,,1,名詞,一般,*,*,*,*,ギョー,ギョオ,ギョオ
ギョウ,,,1,名詞,一般,*,*,*,*,ギョオ,ギョオ,ギョオ
ギョオ,,,1,名詞,一般,*,*,*,*,ギョオ,ギョオ,ギョオ
ギョオオ,,,1,名詞,一般,*,*,*,*,ギョオオ,ギョオオ,ギョオオ
ギョオオオ,,,1,名詞,一般,*,*,*,*,ギョオオオ,ギョオオオ,ギョオオオ
チャア,,,1,名詞,一般,*,*,*,*,チャア,チャア,チャア
チャアア,,,1,名詞,一般,*,*,*,*,チャアア,チャアア,チャアア
チャアアア,,,1,名詞,一般,*,*,*,*,チャアアア,チャアアア,チャアアア
チュウ,,,1,名詞,一般,*,*,*,*,チュウ,チュウ,チュウ
チュウウ,,,1,名詞,一般,*,*,*,*,チュウウ,チュウウ,チュウウ
チュウウウ,,,1,名詞,一般,*,*,*,*,チュウウウ,チュウウウ,チュウウウ
チョオ,,,1,名詞,一般,*,*,*,*,チョオ,チョオ,チョオ
チョオオ,,,1,名詞,一般,*,*,*,*,チョオオ,チョオオ,チョオオ
チョオオオ,,,1,名詞,一般,*,*,*,*,チョオオオ,チョオオオ,チョオオオ
ニャア,,,1,名詞,一般,*,*,*,*,ニャア,ニャア,ニャア
ニャアア,,,1,名詞,一般,*,*,*,*,ニャアア,ニャアア,ニャアア
ニャアアア,,,1,名詞,一般,*,*,*,*,ニャアアア,ニャアアア,ニャアアア
ニュウ,,,1,名詞,一般,*,*,*,*,ニュウ,ニュウ,ニュウ
ニュウウ,,,1,名詞,一般,*,*,*,*,ニュウウ,ニュウウ,ニュウウ
ニュウウウ,,,1,名詞,一般,*,*,*,*,ニュウウウ,ニュウウウ,ニュウウウ
ニョオ,,,1,名詞,一般,*,*,*,*,ニョオ,ニョオ,ニョオ
ニョオオ,,,1,名詞,一般,*,*,*,*,ニョオオ,ニョオオ,ニョオオ
ニョオオオ,,,1,名詞,一般,*,*,*,*,ニョオオオ,ニョオオオ,ニョオオオ
ヒャア,,,1,名詞,一般,*,*,*,*,ヒャア,ヒャア,ヒャア
ヒャアア,,,1,名詞,一般,*,*,*,*,ヒャアア,ヒャアア,ヒャアア
ヒャアアア,,,1,名詞,一般,*,*,*,*,ヒャアアア,ヒャアアア,ヒャアアア
ヒュウ,,,1,名詞,一般,*,*,*,*,ヒュウ,ヒュウ,ヒュウ
ヒュウウ,,,1,名詞,一般,*,*,*,*,ヒュウウ,ヒュウウ,ヒュウウ
ヒュウウウ,,,1,名詞,一般,*,*,*,*,ヒュウウウ,ヒュウウウ,ヒュウウウ
ヒョオ,,,1,名詞,一般,*,*,*,*,ヒョオ,ヒョオ,ヒョオ
ヒョオオ,,,1,名詞,一般,*,*,*,*,ヒョオオ,ヒョオオ,ヒョオオ
ヒョオオオ,,,1,名詞,一般,*,*,*,*,ヒョオオオ,ヒョオオオ,ヒョオオオ
フュウ,,,1,名詞,一般,*,*,*,*,フュウ,フュウ,フュウ
フュウウ,,,1,名詞,一般,*,*,*,*,フュウウ,フュウウ,フュウウ
フュウウウ,,,1,名詞,一般,*,*,*,*,フュウウウ,フュウウウ,フュウウウ
ミャア,,,1,名詞,一般,*,*,*,*,ミャア,ミャア,ミャア
ミャアア,,,1,名詞,一般,*,*,*,*,ミャアア,ミャアア,ミャアア
ミャアアア,,,1,名詞,一般,*,*,*,*,ミャアアア,ミャアアア,ミャアアア
ミュウ,,,1,名詞,一般,*,*,*,*,ミュウ,ミュウ,ミュウ
ミュウウ,,,1,名詞,一般,*,*,*,*,ミュウウ,ミュウウ,ミュウウ
ミュウウウ,,,1,名詞,一般,*,*,*,*,ミュウウウ,ミュウウウ,ミュウウウ
ミョオ,,,1,名詞,一般,*,*,*,*,ミョオ,ミョオ,ミョオ
ミョオオ,,,1,名詞,一般,*,*,*,*,ミョオオ,ミョオオ,ミョオオ
ミョオオオ,,,1,名詞,一般,*,*,*,*,ミョオオオ,ミョオオオ,ミョオオオ
クヮ,,,1,名詞,一般,*,*,*,*,くゎ,クワ,クワ
つう,,,1,名詞,一般,*,*,*,*,つう,ツウ,ツウ
つウ,,,1,名詞,一般,*,*,*,*,つウ,ツウ,ツウ
つー,,,1,名詞,一般,*,*,*,*,つー,ツウ,ツウ
つウー,,,1,名詞,一般,*,*,*,*,つウー,ツウウ,ツウウ
けえ,,,1,名詞,一般,*,*,*,*,けえ,ケエ,ケエ
けー,,,1,名詞,一般,*,*,*,*,けー,ケエ,ケエ
けエ,,,1,名詞,一般,*,*,*,*,けエ,ケエ,ケエ
けエー,,,1,名詞,一般,*,*,*,*,けエー,ケエエ,ケエエ
てえ,,,1,名詞,一般,*,*,*,*,てえ,テエ,テエ
てー,,,1,名詞,一般,*,*,*,*,てー,テエ,テエ
てエ,,,1,名詞,一般,*,*,*,*,てエ,テエ,テエ
てエー,,,1,名詞,一般,*,*,*,*,てエー,テエエ,テエエ
